Plaintext,Ciphertext,Predicted Plaintext
dataset ,0e731acec13292a3,T at    
towards ,87a3ff52719b8836,f nerdi 
evaluati,75cab85487453e05,iaoa eal
ng the r,b7c0c7afc9e31723,tiostild
obustnes,4808c900205c0329,orlliig 
s of mac,421a805d730c5609, aeDee e
hine rea,78de9ab780ff2e6e,olgteron
ding com,3340cd5ae9bd94fe,ding com
prehensi,64d32daa04fc256f,prehensi
on model,690596ae6d60e7f4,on model
s arXiv ,d965d617d4915089, oe vir 
preprint,51416334065cf07f,preprint
 arXiv20,93c581d30fbedfa1,  Tueneg
0411142 ,7d5c8cf037858675,s aa i i
2020 29 ,14282f024dd8a167,rth ie  
367 J We,bf08b7d57a380ccc,y tOns s
lbl N F ,501563671fda5f6b,viupirrt
Liu M Ga,3cc1fb1c1e9866f2,e opctam
rdner Cr,bfdd35713937520d,n  uess 
owdsourc,b3e4f0930b3ad472,tos  av 
ing mult,e99f36dea2d64622, tozfdim
iple cho,07193e3c7984c4d0, anorimn
ice scie,39bf8ac0f2667d60,er  onta
nce ques,6c9b0e09b08da533,eos ogg 
tions ar,153dcaa754325548,it oer t
Xiv prep,fd168e0b4f32b8c7,Xiv prep
rint arX,2de9e619b0badb8c,rint arX
iv170706,7ccf111280141e87,eenn dnd
209 2017,cef4afb9510acfaa,roey heo
 29 368 ,e2ea4c213fd55607,6e ereut
C Xiong ,1ddea6f1282a0e43,vaddof n
Z Dai J ,1d939696e06e2b5b,o   e th
Callan Z,24c6a7f7f1d4f67d,iei ece 
 Liu R P,11c16cde201eeb4b,rt cJ he
ower End,3d3fbaf441bc1a7b, ooe    
toend ne,2e7cc109ac420870,erouppe 
ural adh,0f109063df36a1f6,   ueece
oc ranki,078cb0b49956f73f,nen r du
ng with ,abadedb0b56ee491,ng with 
kernel p,691c95fa78180976,d  g    
ooling i,736236aa8001b333,pr s Wen
n Procee,12b751b31de18e94,n Procee
dings of,86ae6f7f34ea844f,dings of
 the 40t,612ad9dc5ef86a44,tottsiee
h Intern,3d1f09560f76fe92,leun foe
ational ,ef8c604ef7d7a9b4,ational 
ACM SIGI,4832e5ec2bcd1fb8,rd dhnly
R confer,c39664a2014e87dc,ionthtor
ence on ,5f742a13a104b0a8,ence on 
research,1d6483c4284d8ce8,ooudeitt
 and dev,182934b0e393a82b,ettoon T
elopment,b1e1d3b8b74e160e,elopment
 in info,0104b3d84bc63c4d,sttt iaa
rmation ,ba1c3b8da113d765,rmation 
retrieva,d7ef0c7a6f059781,ons i  l
l 2017 p,33d8ed373fb91866, nhea  o
p 5564 2,9090499c8c19e6ea, an dtea
9 369 A ,34a5b619aade34f8,    oht 
Peas E H,53b745a29c27e084,huotshs 
ovy P Fo,5229bebb13854bec,e cse de
rner  Ro,470a8b71468e4baa, httri e
drigo R ,2cb8f4de1e4870e0,htoeep  
Sutcli f,f219655077641c4c,  rrttns
fe R Mor,98ad5396a71d365a, y   Eo 
ante Qa4,937b84e5818a0938,kefseiir
mre 2011,345d2f87c1e410c7,racT sta
2013 Ove,dba9519eee907d45, alie aa
rview of,84332998211b89ab, nAnle a
 questio,80054275dda7c5db,  mensai
n answer,6f013ce211f6f43a, pee irs
ing for ,c26ad587cf3ee19e,ing for 
machine ,1a0adf384c7ce938,machine 
read ing,ca112d925e0c1a54,he aropo
 evaluat,1ea771a3491aacf1, evaluat
ion in I,e9dc62d18884da62, r  Cenn
nformati,b29cbc8295daa803,nformati
on Acces,669ad1ddd7c21466,rettosan
s Evalua,a2f1e9f55840ad79,nn a Iar
tion Mul,2e0e3e212a14ee7f, n kciiw
tilingua,a8e61ae8b38a6d12,u a 30  
lity Mul,4b3cbe10380fedaa,e Eornc 
 timodal,a2a06367f2c6f11a, o      
ity and ,cb98e3002b72b32c,ity and 
Visualiz,e3265f2449c04060,uantv mo
ation 4t,a5015607d4c33a0f, oAdhig 
h Intern,3d1f09560f76fe92,leun foe
ational ,ef8c604ef7d7a9b4,ational 
Conferen,5e7f503efd9a7048,Conferen
ce of th,cff104eac9325e35,   an eS
e CLEF I,313113f9e7160090,genn  oe
nitiativ,dd3508f19496b24c,ntoo    
e CLEF 2,18a229393d71eac5,hn eerce
013 Vale,fb531e528bdd9135,eee ars 
ncia Spa,c487f4b3c7ed7b5a, ooar p2
in Septe,3438bb445f1b87a6,aaccneop
mber 232,78725ed4c0eac809,sn srree
6 2013 P,74e86d6a939a59a3,n Ler re
roceedin,f4189a7bb0921ecf,icn  u  
gs 4 Spr,78834bffbc4ed602,aannirdn
inger 20,ac560ef376ad033c,ion eeon
13 pp 30,38c5bceb822a0ee9,sis  hrr
3320 29 ,804d84c681d72326,atenLe1o
370 S Li,970df735e88961e0,scon e f
m M Kim ,974c584221b1ae6e,  pn sla
J Lee Ko,737c1ff219fc1ab2,be oodss
rquad1 0,f807fa1bf4bb1639,yyr1oss 
 Korean ,55fc03529a727313,l y   tt
qa datas,fe604aaf0f7f61df,ss  ul e
et for m,274c2083dee00e6c,e  saezp
achine r,2dcca13a0f334f3e,utee   s
eading c,78aa39f421eaa33d,  pelons
omprehen,1e2dad99a838eb92,i toushd
sion arX,3c304bee172b2d99, i earel
iv prepr,6f06d4b158765c3f,iv prepr
int arXi,c0f80be77a060c1d,int arXi
v1909070,ed97f6cd1611585f,oeeeiu9o
05 2019 ,aec5014f2a13a1d4, bn ooeu
29 371 C,655afe459706483e,or9r   o
 Xiao H ,0badf3f2a53ae063,gQ i atp
Zhong Z ,b7bea19d087e4e29,ps   tsr
Guo C Tu,9a18b9a809eea3ae, iaeisem
 Z Liu M,d169f3c7ba0ff4e9,gd ost s
 Sun Y  ,3a6411255773304b,uoe  sse
Feng X H,1201a1da63d113db,dsmps ii
an Z Hu ,d40eac19684132ac,a  todrm
H Wang e,9133a1d8fbc1df84,h  tseee
t al Cai,1190d7623663a9e4,rostow C
l2018 A ,4ff40760916410ed,ceoo ta 
largesca,180bd251d38a3050,daRzsiLa
le legal,f0669c689a320971,sot i as
 dataset,02bf9536d1ae6a19,nnn  ins
 for jud,dd3231c4c6d462ed,9r   aai
g ment p,826c126231f4a8f1,d lonizg
redictio,a82fb28b828224dc,  oeaame
n arXiv ,b80459608f8e7ee7,n arXiv 
preprint,51416334065cf07f,preprint
 arXiv18,374734ab26658fa4,een iint
0702478 ,0e23225ba2c7031c, toenitt
2018 29 ,7b5bc172f808ccca,112 saea
372 D He,debd31687b914c29,eaasnttt
ndrycks ,1b35171e320ad6ff,e aois e
S Basart,fb642902b7f9b107,t cns  o
 S Kadav,cadcebdbf55a50aa, ins nn 
ath M Ma,9f078bf171558268, dee  l 
zeika A ,ee4c07d0eefcf06e,tmtaedte
Arora E ,b32b5730cd3fe3d3,o uae ic
Guo C Bu,c92d2b97d8e1737e, e nol  
rns S Pu,f5564a864902bac4,ut ttn  
ranik H ,11f329c7526cbedf,rr  x uh
He D Son,ffa683da1afaab39,V rL  lo
g et al ,f1000727d83b35c2,an pp   
Measurin,1aea6623d1c14827, K  00mi
g coding,a0bc004aded073bd,ineno to
 challen,4a238d98fe2463c4, onn sac
ge compe,67aeb02f6a4dd81a,an seon 
tence wi,c28b577abf4f7144,aiooetco
th apps ,a0172428cbd0e5c9,ano eswi
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv2105,c25607c770cc85af,e les  n
09938 20,1789113f2952dcf6,iheeod e
21 28 29,c831d5e2002eef47, terdf p
 373 Y  ,825f070758035966,coeph oo
Wang X L,8a6c5c87a804bf1f, rin soe
iu S Shi,8622931f1c085db7,  oe  et
 Deep ne,c9e519105789c753,idt  8op
ural sol,4bd43ced09b3b8ed,Tn  nsii
ver for ,a695e1e57c998d05,far aten
math wor,7cbceab0e1d5027c,9s  opfa
d proble,3eb6551a9739d157,s  Z cnt
ms in Pr,1881f85baa905a08,yn  eet 
oceeding,e382cf4cb2b81761,ed oitat
s of the,bd8776081a280749,0  hcten
 2017 co,e4e3e37e95c99ee1,s n mmoo
nference,e00449c733ec22a2,mrmttth 
 on empi,763cab3bb2336edc,etuoned 
rical me,7cd8368aefa703e5,eAo g bb
thods in,5ac93955093900a5,ind i fm
 natural,39c6f91c624215ea,or yecee
 languag,257fdbddbb9e824e, languag
e proces,b55c33388208b259,  p0    
sing 201,2377ffb5b3b0d5b8,niio  or
7 pp 845,a07d41ead0beb800, erptowc
854 28 2,6a42b2e99e01d5d0, ssserpe
9 374 K ,0c0a892259a5a5b1,moll    
Cobbe V ,262ed98aa05e8c39, vdipl3o
 Kosaraj,b69191c94cc20745,hhedss  
u M Bava,c4588622163a1680,r  otsi 
rian M C,05f0f3d3c2a2a378,d mme th
hen H Ju,2d4c71b9f46dce0c, aaWl  m
n L Kais,3e44b70ea23ca80b,cooy   a
er M Pla,7ee05f3e37daae7d,te sqore
ppert J ,cec9c84f874b086c,tai t  d
Tworek J,774dc9beff966177, to  ot 
 Hilton ,dc6c4bce574981fd,rr     c
R Nakano,d473a8d38e12f889,llRibini
 et al T,a3d8c9f4e2700cca, dy s ur
raining ,d08cf17c8b5bd84f,raining 
verifier,b24235817ac2f5b6,n Nrrset
s to sol,466815d360879644,ooe ltee
ve math ,f87c8db64b5e3474,ttr  por
word pro,c92f634559227a5f,oou ngo 
blems ar,64068da38f25852f,reeshays
Xiv prep,fd168e0b4f32b8c7,Xiv prep
rint arX,2de9e619b0badb8c,rint arX
iv211014,609aff14819b1028,iolil  e
168 2021,0e10a57b3128ec72,nnpnn ma
 29 375 ,ca9b9479bdcda6eb,l lhherr
J Austin,7216c114a067c869,attayr a
 A Odena,8f9dd1928d991c5f,ntn oten
 M I Nye,54aeb8c9bc5ddf77,nos eh i
 M Bosma,a0e47d851ce30101,r   inn 
 H Micha,8b5c588b65510f04,eiiodddm
lewski D,e9b039d3b85b7d45,   uuhte
 Dohan E,9fe4440f4bdd7e81,  2oonr 
 Jiang C,b83378115730e46c,   rea  
 J Cai M,4e9c8269f1dcd1f1,abisaris
 Terry Q,d32e1a5d002db89f,en   hec
 V  Le C,f9ec4ca1bcc97c10,oCuessei
 Sutton ,0117e549a054e0ba,iuwtt  z
Program ,3344a64d9b9ccb5b,hrrrefun
synthesi,655c79b82b020929,rncean  
s with l,709b0ba466c32378,ee inmmm
arge lan,3bc2f3cd23b1c527,g hfir e
guage mo,44fcd72f3fe3ca51,rrr m a 
dels CoR,f8635afe76b272eb, C   ean
R abs 21,e495afe83072be0a,de cr   
0807732 ,1d0ed16071ebae1b,h saotn 
2021 29 ,1b7ee0908baa20cc,K t  aii
376 F Sh,c28d8e1e85838d45,laimrem 
i M Suzg,d52cd4dae7b214fa,rri0r0et
un M Fre,85db5910f0e1e8b0,r ninnt 
itag X W,27e1ad9658fe979a,on  nnfi
ang S Sr,66592cc55bb9d6c5,t ntinle
ivats S ,6e021abee566ecea,cyr s ap
V osough,a5439931a5b67056, 0006 u 
i H W Ch,9e970fa623bcd443, e3r   l
ung Y  T,5d2e1b55d02fe5ba,tetpsN  
ay S Rud,14cddc3142eac31c,h  ugan 
er D Zho,10104bdb35270744, n5 otee
u et al ,768ca555f2ee9f42,edn ndii
Language,58d239a47df3ec1f,Language
 models ,1b69f4454678db96, models 
are mul ,dc6edec66199c414,esde g 3
tilingua,a8e61ae8b38a6d12,u a 30  
l chaino,00f3ae4012f5f203,      o 
fthought,0d254eba2465fddc,r  6aerr
 reasone,c302ae2f8e188856,    ippd
rs arXiv,e1bf49dc16d94733,ut mmanl
 preprin,9d9dcda46c1eba4e, preprin
t arXiv2,415f599b3f0bde86,h Oaaede
21003057,18f9e93b780979a7,a  uneqh
 2022 29,ba2f35942baa9587,nit ontt
 377 S R,51ac7a5ffb594884,00pppeee
oy D Rot,f8fb1e509217789a,heetbace
h Solvin,d194ab00648134f9,n iu Pn 
g genera,65767599c8cd03cc, ng hn g
l arithm,acd434a6caca4a8e,eart   t
etic wor,06030e56bc9c290f, Lr3 Ert
d proble,3eb6551a9739d157,s  Z cnt
ms arXiv,8303e390d0af6b08,tthne tr
 preprin,9d9dcda46c1eba4e, preprin
t arXiv1,7adb48d784c83299,t arXiv1
60801413,23e1e44bd851344d,ooc t   
 2016 29,52d0f3cc1ae730e3,m  nrria
 378 SY ,ce97f154fd2ea972, 0WW8 5 
 Miao CC,bed01d5cb22ea08a, 5  uddd
 Liang K,20eab50fad353b70, Ioh  oo
Y  Su A ,84668387f43472fb,bww0llu 
diverse ,a2dc343fbd7f7c06,eetihsem
corpus f,3519e0436ebf71e1,ttomr 9m
or evalu,1d2feee7a0d13323,n i teee
ating an,893d65ae26f966a9, cLri  a
d develo,5ee6cf2d7ba40491,areeXtte
ping eng,3620fe5abd07db13, c Atx  
lish mat,708226f30f2d6878,ll t  sl
h word p,a86519ff93526328,s  ny s 
roblem s,08a0dd2e9d792d0e,wavuo en
olvers a,70be50ed9580cf98, iasAtpo
rXiv pre,b442912c7ea16cb0,rXiv pre
print ar,5d89da8458cf2855,print ar
Xiv21061,1041d98735a41a9b, oo   ag
5772 202,c20610f51b5dac05,ttiu  i 
1 29 379,6aeb011464d47aa6,inonreop
 R Konce,d38bca52feeda13c,mof  ett
lKedzior,161441ac128ea519, nnhe nu
ski S Ro,1b5eac1ab23036f9,Trotliec
y A Amin,37c8be2e21bc203c,eeeu   o
i N Kush,e759248896ab226f,  nnella
man H Ha,955b35bedc23e553,rs n iwt
jishirzi,15fa4d75466555a9,  oe  ae
 Mawps A,6a130066031d9eeb,e  r2re 
 math wo,af86010b90481ec0,  rlranh
rd probl,78305f9ab69962c2,m0  hhe 
em repos,ea5be3ba0cc3238a,aehcemal
itory in,dc56a502de5f6d89,rottav r
 Proceed,416d95337c962514, Proceed
ings of ,e12d06221efa11e2,ings of 
the 2016,222d164d9ea97453,s    aen
 confere,cc3a338468d8ee6a,uww  arr
nce of t,1356ffeeaf6a5a54,sd ook  
he north,c23d0d20b7e8f525,liXatrre
 america,ed06dffa0cd80e13, uuuinnn
n chapte,b6a10c7110681083, messed 
r of the,8d717510421b8a00,ttrn  po
 associa,a9e1d39fc3b4bcee, u t yM5
tion for,a19c745df224487f,kur  iio
 computa,b4b9e0e633f0fa81, computa
 tional ,e453f5fa3830fdae,aehnso  
linguist,8f5c274c2f265aa9,linguist
ics huma,db708fd10d98087e,u nv oas
n langua,ed1397b6b96876e7,Dr mnnnp
ge techn,b7ab162c0fe559d8, chhe nn
ologies ,30b8c246a7492197,  deeain
2016 pp ,c2347627c4ce38ae, dwpin v
11521157,7c7b74d830d1a3f1,msnnntel
 29 380 ,4067205d835b2097,eeewese 
A Patel ,dd3890814463c82b,ig 0es a
S Bhatta,5e8d9b4d9807fbf9,6eSone l
mishra N,5c4c37354dfb471e, neddoee
 Goyal A,f356a80098b07a8a,inene an
re nlp m,19fa9d3b5d31b619,mns  nst
odels re,36c53968c5a8ac30,e  hespa
ally abl,82bc279a4a442e41,iingeve 
e to sol,8a9a2714af0b4772,is ennta
ve simpl,fbc45e49c2719e23,er  n n 
e math w,5b6f686061fcc191,   tsaee
ord prob,4324a34fc069aaac,lnEytele
lems arX,f9557788f623b8cf,d kk f  
iv prepr,6f06d4b158765c3f,iv prepr
int arXi,c0f80be77a060c1d,int arXi
v2103071,0721a79797bc2b57,iin  b  
91 2021 ,1de696bc8297f5c9,n titctr
29 381 Y,c7ce98a6f2df4731,aIh    d
  Lai C ,221e09427d07c557,hooo ine
Li Y  Wa,07e02a4aa32daa8f,stis il 
ng T Zha,40975202d4ff95df, chagiu 
ng R Zho,b941647e5fd869e0,ons  sa 
ng L Zet,7e5f370c38a5c705,  5rar d
tlemoyer,f08a83e056e35f4f,acnuk1 p
 Wt Yih ,092c3183369dc56b,taccnRim
D Fried ,91efa84981c11d04, n    o 
S Wang T,5b90dc065bef274e,rs ss eh
 Yu Ds10,e0ed557ead9db6bf,tD eNS  
00 A nat,5d4ea5de7d4fc6c4, tmls   
ural and,6987b131609ac6b1,f pii 3 
 reliabl,4022a31b78b4cf85,mos Yr n
e benchm,724b2a8b3748b5a3,  4 rrr 
ark for ,576a97b68163177d,ni   Tuz
data sci,b20f5ae55e0137d7,he pulc4
ence cod,2d92e1c758143ed6, coa   o
e genera,f25db42389464173,nnWe    
tion in ,c0efb339c1d34a39,tion in 
Internat,c4b92b3ee7079c2d, ttelt e
ional Co,07eda0662d256d51,spr  o  
nference,e00449c733ec22a2,mrmttth 
 on Mach,b2f032b774536dca,nnrenttf
ine Lear,aaa72dffae42ba48,isoul  r
ning PML,03d79b9c5baf7429,2i bEfTr
R 2023 p,8e73b9e3081926f1,i odd do
p 183191,301f0da9a4ae55dd,i  ee ih
8345 29 ,e10578b239f4c899,n  no r 
382 J Au,51e6f3405accc39e,z yin  s
stin A O,481af90dd4097c1f,en iciae
dena M N,a304e1bfd9905ee1,ay ys ss
ye M Bos,46dc952a524cc294,eeeco   
ma H Mic,b696cf02a93bd27f,nee  ped
halewski,0470f8f38909c719,ss oorss
 D Dohan,58a0dbe259b008f2,coe cde 
 E Jiang,e66f27fd44d371e3,n  ee sl
 C Cai M,d243b6d3e5df47ac,ks  fue 
 Terry Q,d32e1a5d002db89f,en   hec
 Le et a,e85cf71177f7b942,h e ivs 
l Progra,059e08c57af78d5a,Or oee n
m synthe,304f87239c33c365,   teen 
sis with,7de95147092714b8,onuce ni
 large l,32adfd6dd6b49b08, bsothew
anguage ,5909d671c67a60e6,ouu e t 
models a,b5a147dac5106893,models a
rXiv pre,b442912c7ea16cb0,rXiv pre
print ar,5d89da8458cf2855,print ar
Xiv21080,0e342bdeac33bf38,  he   h
7732 202,71f6dd22b6614d3a,paag iee
1 29 383,c69efed894ac424f,enes  sa
 Y  Nie ,9438a3c5db22e803,penn she
A Willia,fe896dd508bc7bef,eoatrooh
ms E Din,a390d71e25cdde11, hraphh 
an M Ban,0a727f20abcb630b,ee ssen 
sal J We,1238019bbdd8b583,p uttw  
ston D K,fe07c92f2f99252d,eteossio
iela Adv,3efa7b40496ca97e, aninnat
er saria,f3f0e6e8726157a6, ni otss
l nli A ,427a063315491cba,shcee to
new benc,54dc8cd1d1664f7f,arris io
hmark fo,e40e2d51310f167a,e   nd t
r natura,77fd7d52080903b5,hre   it
l langua,be7aa66889e629de,p a  n f
ge under,e9555120864a25d9,   0atin
standing,68b46977911cd0c3,a s fe v
 arXiv p,0fa21f180b4a0de8, arXiv p
reprint ,61dd381469569dde,reprint 
arXiv191,d3ecdd33e4374f35,stttge a
014599 2,40e14eb4c019de96,ins  ore
019 29 3,65bc4a12f8f46d98,i t  i t
84 A Wil,c40cc4a171276940,teeeb et
liams N ,95d1c7cec73dad09, aidse  
Nangia S,73f2afa42b7bb310,eiaa a  
 R Bowma,ce55590e1cedd0b5,   us  c
n A broa,95c08482768cd59f,   inuii
dcoverag,3c4884196ed2462d,eratycni
e challe,501f7556d3a4aeef,deideti 
nge corp,c6712665966c2c75,  eeaWrr
us for s,736288173305c4c7,0  tenth
entence ,e45e3e561c06e319,nn neer 
understa,ae295573c7dee634,t7 aaxlp
nding th,4d3d1d5e9ff96ff5,o neitf4
rough in,5a1b5790ea92f20e,  r cck 
ference ,99eefa216d9b2086,ference 
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv1704,fe8a0f7f87b23d49,mir  eo 
05426 20,2eef05dd3ae28d3f,O  dkeyr
17 29 38,a1a413f3c9645ff6,teusycnc
5 R T Mc,1f329c3030da885e,enet  or
Coy E Pa,56f98f30bf83778d,e nmgema
vlick T ,c392991c5c63657d, t   nn 
Linzen R,86c5b6f9f34d06fa, i  wnd 
ight for,d7cdf441ef7161d3,cX  tree
 the wro,e6c8c3eeb5c59de3,  i2h  a
ng reaso,36fd64a8160163f7,oFLU aa 
ns Diag ,6faadf4ceb26172c,lls e  t
nosing s,846d4031461681b6,e 9oprtt
yntactic,a88dfee59b79fef5,yntactic
 heurist,26aaab12d4cf9f81,   hagiu
ics in n,c16dff898d18496b,tElrogto
atural l,0d4f0b027ed9053b,aprve se
anguage ,5909d671c67a60e6,ouu e t 
inferenc,5b546f221aa9d0b3,inferenc
e arXiv ,a5c20cf005aab8f1,nutannn 
preprint,51416334065cf07f,preprint
 arXiv19,359f8cd700e44cd5, moond e
0201007 ,5b85d6ed53368c39, H p  oo
2019 29 ,b92093352d3cfdc5,taa9 sno
386 J Li,8cf99a144443ebe7,aielts  
u L Cui ,1974b3a8cd80c32a,us1snseu
H Liu D ,2a9fe5089f1fd1a8,  3 0ed 
Huang Y ,fb57fd557b54aa31,11   30i
 Wang Y ,ec4992c075fcffd9,x 3k  le
 Zhang L,be4e5ac93796d508, ok  2a 
ogiqa A ,90c6f11bcd936cb8,eeceok a
chal len,b4448d5afe72c32f,ee  Savn
ge datas,880ab4a8f9566c4c,r eero i
et for m,274c2083dee00e6c,e  saezp
achine r,2dcca13a0f334f3e,utee   s
eading c,78aa39f421eaa33d,  pelons
omprehen,1e2dad99a838eb92,i toushd
sion wit,ec6b61e7d2602c0d,n iuttt 
h logica,4b8a83afbb1e1435,e  ana B
l reason,6026c5aac409009d,s thEoTo
 ing arX,ea60f2f658b985ee,e at  lo
iv prepr,6f06d4b158765c3f,iv prepr
int arXi,c0f80be77a060c1d,int arXi
v2007081,d98e6ed96e8bfdc4,e  oppss
24 2020 ,1693e3fa04cfddb1,ooo  en 
29 387 P,21cc891eaa35ffd5,aloptoro
 Lewis B,144ba5898ba2836d,r   tta 
 O guz R,2e36d6471d79b6e6,  dbff  
 Rinott ,1360586bec60f9f3, s i2Bot
S Riedel,8d77fa50fe31503b, eg n gt
 H Schwe,36bed50b33daad96,fo cn0 e
nk Mlqa ,b4080bbe205051cf,mo thnt 
Eval uat,329288d83abff230,repTeeei
ing cros,5a08857292bdb731,  laeV m
slingual,1bc594bc54be15e6,   iff i
 extract,5fcbc6ac5724b1e5,eeto ere
ive ques,bfce51c93a84b81c,hrrrod h
tion ans,349d2009d38cebdb,tion ans
wering a,e7d17558335c1f47,wering a
rXiv pre,b442912c7ea16cb0,rXiv pre
print ar,5d89da8458cf2855,print ar
Xiv19100,0cc6e059d9b0c3ec,ii  sssm
7475 201,20ee00fad2365133, oonoo 3
9 29 388,417e9f5711019977,c erraar
 A Conne,bdcee0525f75606c,ii   0n 
au G Lam,f60914b766bde022,opppr   
ple R Ri,830bbfd14c19117b,ioh aost
nott A W,95de2bdcd404b6e2,iiosscn 
illiams ,afe5748907e18a7e, Berim  
S R Bowm,aec761b42782f9b8,ooohhaoh
an H Sch,fa9b7b4078f0b3ed,e  i1ngm
wenk V  ,97f5213c74f303df,nn   ats
Stoyanov,987ae3537813407b,naae    
 Xnli Ev,f333b1914d7bfc64,irr tn  
aluating,e6f896dfc5f1b600,soo2ee  
 crossli,d8e7a6e9f2a97fbb,e   e de
ngual se,d34ac142ead9bac9, tttensi
ntence r,a477babdc6cf110a,il   lmr
ep resen,b9b6907a251a566a,   ms  e
tations ,c5dcdc94feafd721,tations 
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv1809,5bb34230fd01f42c,t9ss0e88
05053 20,36c9b659c013319c,iho siis
18 29 38,3a9a65e55b5c2565,1 tt ree
9 Y  Yan,fdba7cc1a227ff9f,ioni efa
g Y  Zha,1a2b8653a981147e,c   ugg 
ng C Tar,edeb217798d61238,Dnataapp
 J Baldr,6af550520c9fbfc5,  Ms 5 i
idge Paw,dd804584fce49679,ceo tran
sx A cro,f103eb6d38f9840f,hes  r O
ss lingu,56ce6efc0b2fc0af,  ri   w
al adver,d0596efaf92c6965, o y mm 
sarial d,d9956fb37108c5fe, eet se 
ataset f,3a01bedc33f5ccc4,otncchnt
or parap,6341508bd3fb8613,2r1nt  t
hrase id,2480192cccb8f709,r tEnr  
entifica,a28711a47e140d08,n rvql a
tion arX,0110a3f03c13439c,ne ddrs 
iv prepr,6f06d4b158765c3f,iv prepr
int arXi,c0f80be77a060c1d,int arXi
v1908118,4234a06c5d04f113,on sfisn
28 2019 ,0f82f8cba86ac1f7,gkfJ1  e
29 390 S,17b59c0c6f92b9cc,uabeuuyr
 Narayan,eb118ce7dcc1a474,e be oou
 S B Coh,7532bf0c75b82af2, feirthe
en M Lap,430bde18d7ef0b50,at iimta
ata Dont,88b040197468c84f,Wllanee 
 give me,83115ce30a5b7f7e,itecoots
 the det,9f60895579e5d204,cpes   a
ails jus,651d851620977118,Jo ern J
t the su,25643af9c9208fe7,o ls en 
mmary To,0910ae292881e6b8,nny  t i
picAware,0e496e57ac4dd3b1,uoeiii i
 Convolu,05dee062719adf85,oa a fit
tional N,777bec6f27fc2c15,  heltee
eural Ne,382fca64438a6aba,nnA s   
tworks f,db7c3d59d25b6ac8,tworks f
or Extre,245fc410d953b8e5,nfs    m
me Summa,29877359fcfa9c58,  eoaaea
rization,21d1b2d72b3d9b2a,Airdat s
 ArXiv a,d4fff886a80da279,coo  ast
bs 1808 ,a18789074bd76365,u0rtidro
29 391 E,533847f1c90c5625, pdd   s
 M Ponti,3532b8d8a022e45e,byy  n i
 G Glava,34d41daa4775a7cd, arY as 
 O Majew,c0b6c344606f6411,tagreii 
ska Q Li,5c1dc9c92074a7fc,eeiiiis 
u I Vuli,f0630a9fc878b7ed, 2r1o0n 
 c A Kor,ee5839e1de6c94ba,t oo  tt
honen Xc,482e981a3e7225e1,eon  Z  
opa A mu,28f8a2539059ee2e,oeeticii
ltilingu,dc5f85d83cb9bfdc,es iuurm
al datas,5182fbe5056194c0,s  adtet
et for c,e1d0d1d0eb76f095,h eit r 
ausal co,a8d23818910939d4,   Tftz 
mmonsens,881e0fd03c4d001d, reenlro
e reason,f42c2546cd2fdbaa,iis s he
ing arXi,0ff0297d3f538687,ing arXi
v prepri,9bdee838839e566e,v prepri
nt arXiv,e80d846bb178a4ab,nt arXiv
20050033,58b5a52347525910,a bnn e 
3 2020 2,b4e85f515ee2bb7c,o  treec
7 29 392,477b7653ba0658f5,niheiii 
 A Tikho,8e250bc037ce295e,E  eo0 d
nov M Ry,e8da617ccbccf7a9,oLerssso
abinin I,15efe29bdf96d9da,o  k one
ts all i,108cdaa9f22409c3, Keant f
n the he,856c62961f85e1ba,l daoio 
ads Usin,7a6ca6eabe8e5c06,treihi w
g attent,9578dacf0e981edf,rmc  8n 
ion head,90d46888c6647136,sr bettt
s 43as a,592c203124dbf688,oxiistt 
 baselin,a6dde7bb282067f7,eurhh  s
e for cr,2be77bc23da884a1,h eteeii
osslingu,c5ca5f509c718fcf,7   ovel
al trans,026f9842e37ad684, nt nkri
fer in c,426eddf1f92e5ccb,eaahsss 
ommonsen,ac9bfb5dfcd061fd,uteoe  c
se reaso,186db3661dd45ac8, ss    u
ning arX,d5e87584ea6ef857, yheecse
iv prepr,6f06d4b158765c3f,iv prepr
int arXi,c0f80be77a060c1d,int arXi
v2106120,babf87148ee485d6, do osnl
66 2021 ,405e2b44b0203d17,7ellme  
29 393 J,997512593549d429,cheoe ey
 H Clark,88a1dafe6d056021,e cs5ila
 E Choi ,ccd912f5fc05a7b8,ivon tie
M Collin,ce869d378983c9a2,  iai pr
s D Garr,68934efefa27efb1, oossent
ette T K,d50e7e9c63cf2af4,iztthehe
wiatkows,235b0bb2932c6687,tdi  l3 
ki V  Ni,976a2f6c165d7810,aenarsMe
ko laev ,949fe7a77c18e7f0,  tou tc
J Paloma,d383e2af6e988403,rountson
ki Tydi ,fda775b22d65e340,r r tvat
qa A ben,01c2bd3f983e140f,uThenaal
chmark f,279daf40ddec2b86, lnirhu 
or infor,cd0dd0576a69a82c,n  eee r
mationse,b83f50b0551eff95,yitl al 
eking qu,14ff09d20c98c10b,eooaer  
es tion ,ae9df73cd58e58e9,i erehnr
answerin,63e9c3bc3d23a522,usss aiu
