Plaintext,Ciphertext
ns are t,18c48a38883702e8
he same ,edb8696f4fc03f09
across d,6134480e7a4d7ac0
ifferent,7800b8a15f477d7a
 positio,e9e98943602491c5
ns they ,109723b990c65dd5
use diff,d3320a1c9653a3c9
erent pa,e7ad677bb9ea8b11
rameters,2e4fd33a2790e730
 from la,93417847cacf20b9
yer to l,db65c94b44f06e3d
ayer Ano,6fc16cc7516e267b
ther way,350c1178a6851abb
 of desc,80037987c12e7eeb
ribing t,1b867f4d648259f6
his is a,6b21a01251c6ce9a
s two co,39a81ac4ff255b32
nvolutio,0ce8fb2eb1f83e4c
ns with ,95719eeeb3f5c651
kernel s,65bb66a7e4ef9b47
ize 1 Th,da2183eee96b88b1
e dimens,43ccbb101e807b35
ionality,98c66f469b394168
 of inpu,279430681df70a1f
t and ou,2e603fac832b9254
tput is ,becdf4c2215d1504
dmodel  ,551d2cccc1328abc
512  and,23c45bd32081dbef
 the inn,7930049bb74585fe
erlayer ,d5ec0ee3e2b6bf4d
has dime,87d7f0535e651eef
nsionali,8ae2c47bcfcab9b9
ty dff 2,c72b3f331275010c
048  34 ,f2a6be2e6fcd2b30
Embeddin,32a882daf7df8509
gs and S,bbb118846b08e07a
oftmax S,baf9303c861378fc
imilarly,b221ef8d803e6a03
 to othe,3ff39bd09f3f6418
r sequen,23c1a2278f656d83
ce trans,3e0e7b47f7454e9c
duction ,c1c010a0cc319b5b
models w,54ec0a38f27b3056
e use le,f5b0f268d70c9ea4
arned em,d1f97f4329556bd0
beddings,fdda228a243676de
 to conv,75314b6b85eafe39
ert the ,6dd343e816b8faf8
input to,bf9e1c65253b557a
kens and,374672213962ceac
 output ,1cc779dca32ce7a2
tokens t,658dce70ad085db9
o vector,fac239c5ca2c5a3d
s of dim,423a4921edbebc00
ension d,15326afc1d6096d7
model We,3712d681657c3120
 also us,0ecce67395ee6492
e the us,802fee85fe07fa20
ual lear,7f198152f1cc85d3
ned line,3587fac2f52e7ec8
ar trans,e2c05e7d8eb2da55
for mati,4e1cd44008b76d1d
on and s,9e7c648f0f9aef22
oftmax f,9ef177a4463029f0
unction ,d3ba920445f8f94a
to conve,260fbee71ed78bc7
rt the d,88c58f6caa6f1a66
ecoder o,2f68167cc96efc5d
utput to,7a54a1c132d88e6d
 predict,b039cfe442546fdf
ed nextt,60fe32abec525acb
oken pro,5897395c62d24549
babiliti,9dfc15f27908f190
es In ou,fd31da2ff01a7392
r model ,c1c3b7e795df2a26
we share,4f36f01a7638ba1e
 the sam,58cfa76992ad8892
e weight,19a0759e54950079
 matrix ,20a7743cb32601a2
between ,cccbb8f24e468dfd
the two ,bec7b6f1d30d82e9
embeddin,86adee20295df65f
g layers,e0925166bc5dd214
 and the,8637eb042f71ceb3
 presoft,6aba2cb360310b90
max line,5a4a560104839b36
ar trans,e2c05e7d8eb2da55
formatio,d18c9e73713e6190
n simila,0406e17fde77e836
r to  30,602ae62411b3353e
 In the ,9a90d6edafc28852
embeddin,86adee20295df65f
g layers,e0925166bc5dd214
 we mult,b4e78d9c8e60c1f4
iply tho,e432c9a8d3dd4fb6
se weigh,131a9fd8c707bde9
ts bydmo,3ffbbf7a1d144bb5
del 5Tab,da77c81493a3d3e1
le 1 Max,ca10ccf289eb30dc
imum pat,23b85076c33a0627
h length,0b354816e8618540
s perlay,fba7230506198cdd
er compl,a880bfe46aa5ae9f
exity an,87bf35ac94184832
d minimu,87268f0d3672d16e
m number,c654b18a88e7ade2
 of sequ,acb6946ec6c6a05f
ential o,0f8821a3863c15f3
peration,8c160e8f68f013d4
s for di,4bc159e0750ed781
fferent ,f2148cecdaba582b
layer ty,cc68d079a17d0fcb
pes nis ,4af418af59fb95eb
the sequ,59651af372b3339d
ence len,f35181beb3df4410
gth dis ,3cc781448187736d
the repr,fa3b99d4050ab356
esentati,50e4ac9deae1aa5f
on dimen,2170a3a432f83344
sion kis,bca466e8d32c9e05
 the ker,aa2bc2a6c407abb2
nel size,b4f95c96fa2e3282
 of conv,9353287c51156e6b
olutions,082dea82e4db782e
 and rth,05afd5f77bc63358
e size o,ba3902a4590a24d1
f the ne,0097bb9bdd5d048d
ighborho,489ce4c3b0287657
od in re,3ba4a99e351b2d2e
stricted,6cd7b3945319804c
 selfatt,d36246d96c7b5896
ention L,6de061b8038a9f23
ayer Typ,9d26cf1ec3c9520e
e Comple,af6a1ff64673e3f4
xity per,2a1d7f0f2075f868
 Layer S,fc5aced5689f3829
equentia,ff84a0e26c98a9d3
l Maximu,8c0f33c0db029420
m Path L,78af152610281d3d
ength Op,3d9698080a993573
erations,cb4349b16fad3ac3
 SelfAtt,d3839e93d76e0728
ention O,fe75e3cf48bd244a
n2d O1 O,2f97df0d0604660e
1 Recurr,868f4580129cdb78
ent Ond2,28b0d3ec4355b9ad
 On On C,6194bf44e865552a
onvoluti,e102e8db27bcc3fe
onal Okn,b66c23708aa183c5
d2 O1 Ol,3add4c26286e039f
ogkn Sel,ceab6c92fce2e481
fAttenti,5fd4fa2b82eebc36
on restr,385b73032b543b27
icted Or,c5d55a24405187c4
nd O1 On,f4ceb26cb25a5be7
r 35 Pos,84cea2abb11a92f7
itional ,53cf902664e519c1
Encoding,50296d17a3e188dc
 Since o,7bae32e48f77ac14
ur model,35d7d9d555df915e
 contain,b34d6dc3193553b5
s no rec,c104b7f68213fda3
urrence ,1de3e65374893156
and no c,be1aa601f0626459
onvoluti,e102e8db27bcc3fe
on in or,2aa9395806fb383e
der for ,036805e05e6382de
the mode,cf13ffc4c7601c0a
l to mak,1b900bfdcc88b04f
e use of,b18ae242e1b06f5b
 the ord,b14e09be05784e57
er of th,f0797de07b0b32b0
e sequen,142892e6bd4c03f1
ce we mu,d81114d785301765
st injec,2b686a0886ff2ffd
t some i,54c7c69911e4f563
nformati,b4990319e02b09b2
on about,3fc2a5247a41b2c9
 the rel,6f7282bd1d5d17b3
ative or,a5e1b3996301ba34
 absolut,b2d5a14082a0bdd3
e positi,136c60865638a084
on of th,a2d69d603612c81d
e tokens,eb70d3b5f8751453
 in the ,dd8b76a94a7874e7
sequence,fbec94ea3ff9c4b9
 To this,b8548591adf33365
 end we ,b8918eb914c7dea5
add posi,b149f16934ff10de
tional e,63c35ea02d0873dc
ncodings,de2780987c602bd7
 to the ,7aa8902579cc42b6
input em,f2f9ea599becaf15
beddings,fdda228a243676de
 at the ,35be95b2a10bf08b
bottoms ,2c592147d4cb7ea1
of the e,eba09d254d82b590
ncoder a,4d05647a976a2922
nd decod,37c732602f6c23c0
er stack,87b7e5f6e0dd8de1
s The po,3e58a0eb839b8068
sitional,81422d66debd7d0b
 encodin,a4f2075c5fe176ed
gs have ,5652628551e6dab8
the same,3d31badae9e18a84
 dimensi,56d694e846baaff3
on dmode,5d0b6cb9b4c3ba5e
l as the,3f6d88a97bb0d807
 embeddi,2352156771f9b1e6
ngs so t,28f9e10f6e5b890b
hat the ,7d35d805900e586f
two can ,22bef73bd874a717
be summe,216ab461990ce09b
d There ,efbfcb04708a9ba5
are many,ceaf7d4017d36ebd
 choices,c623e1c54930a899
 of posi,7a7f1efcd5e293fa
tional e,63c35ea02d0873dc
ncodings,de2780987c602bd7
 learned,416782c303e1f7f5
 and fix,a2029648789a11a7
ed 9 In ,319d649ad1aafaaf
this wor,d4881fd04919944f
k we use,7c8c0ed396a79c59
 sine an,a9d6147e31fb0efa
d cosine,edb809af592f32f9
 functio,ac274ecbfca0bcf6
ns of di,3829034edcb8455e
fferent ,f2148cecdaba582b
frequenc,53b96411f6fa7241
ies PEpo,d64e9c8231a5241d
s2isinpo,d4cbee5b47ebc5cc
s100002i,08859b4518e59e03
d model ,fe789dab3a4e0c0b
PEpos2i1,b3def64de88a9b84
cospos10,7e16c3b0c59e6f4e
0002id m,536c9ba7169dc1c5
odel whe,a057e58a9f23d3ca
re posis,43ded995123fb527
 the pos,707dc8aa11a4143b
ition an,ccbf9cbdcc1f5f4a
d iis th,afb5963540846826
e dimens,43ccbb101e807b35
ion That,5c11cf699b5e01b8
 is each,38cd16d78a86944f
 dimensi,56d694e846baaff3
on of th,a2d69d603612c81d
e positi,136c60865638a084
onal enc,83bcf4c41656041e
oding co,503f601870d83630
rrespond,52cab24e605dcbde
s to a s,8450bf974b2e4e25
inusoid ,a2afc69ae40c0fe7
The wave,7323312bdb0643ee
lengths ,3c1933e1c4a2b1a7
form a g,18e8869874cf36c6
eometric,8c5b85ec4a32cadc
 progres,135419d8cf9baf01
sion fro,fb4351d4dc10bc37
m 2to100,e9edc049a44dbf4d
00 2 We ,ba421defb7fa27bc
chose th,2644a0ee9458485e
is funct,32f3436566094293
ion beca,7dd0753faa048ae6
use we h,2b5739c04d335cd7
ypothesi,2a3815a39ef41ebc
zed it w,8f1e0beb7f470051
ould all,2b2db1b565eb276e
ow the m,811a41fd39e39e02
odel to ,80600948332b770e
easily l,afac50fa811be84e
earn to ,253c57ff50d6a1de
attend b,446255f4e9b32e7c
y relati,26273c58ab8e70e8
ve posit,bf3941e62936d952
ions sin,270a8c545297eb8e
ce for a,33457cd450bf4870
ny fixed,03829177e4978b54
 offset ,ca4d0ab8be8dd816
kPEposkc,fc3ff6f6c9b4bdfa
an be re,940b03e46e9494da
presente,fc6f97bd2b6ee8e2
d as a l,7c59f61af845271f
inear fu,3bfb81bb6168571f
nction o,873eb10222bdbbf5
f PEpos ,1f7503f0ea478855
We also ,7c8c894f822614df
experime,7cb4021108f99345
nted wit,8e233577458545b8
h using ,e16f3c9687255a16
learned ,d649951010cdfa30
position,2414468800e43760
al embed,5c23d8577f78f8dc
dings  9,46642ef7b72c383f
 instead,daa1214f057cb694
 and fou,52687e1565a77745
nd that ,7cf2834e7ec41079
the two ,bec7b6f1d30d82e9
versions,31d9ba55f9ca256b
 produce,35c0cb14c90a764e
d nearly,ebc9ec999737d596
 identic,46cc1ca6f3b36d6d
al resul,903df058d7513edc
ts see T,02ade190808cdd1e
able 3 r,7d20ed103ac90505
ow E We ,fc165c2aa5fa2b0a
chose th,2644a0ee9458485e
e sinuso,5b01a0bec556cec8
idal ver,636331507e3cfa55
sion bec,a9fb624813c98513
ause it ,5aaa6a23b1e5a477
may allo,72619ca926f035c1
w the mo,031a2e6f44691158
del to e,cd20ef90f825e9f9
xtrapola,d9f2986b215a90da
te to se,164fe8b0bea888bf
quence l,2aaab173bb318094
engths l,73940589ee1b9d23
onger th,667cac6d54c85adc
an the o,6f4042d1e485b12b
nes enco,81b2c046baaeee41
untered ,ba0c68f590376031
during t,e089189710dc4bbb
raining ,79a3b92282fdd719
4 Why Se,d3bf47063bff5ce4
lfAttent,abee824efac61330
ion In t,954a69258a088921
his sect,aa5986f7c7d31b3c
ion we c,4ff89d1738c6ea46
ompare v,e22967f5c97de11c
arious a,394b0e7c1bf2983a
spects o,3aac02854028cddb
f selfat,f4062b33b4fff6af
tention ,464d50c98f99a9cc
layers t,9a3deead6e16f7b2
o the re,857f4adf9369d7b7
current ,4c364534a186c927
and conv,ea1ebc53629fd4b4
olu tion,f2202819db4a53ab
al layer,c329602c16a42dfe
s common,eaf6286a5afe86e7
ly used ,a551408ff0228fbe
for mapp,80fbcc52194cf6f2
ing one ,eab8d558cf9fff0a
variable,e7dd1ec01a45d4e0
length s,b8e7ffaf306f22df
equence ,ec3e99c6b5b8d167
of symbo,fbc76b689ca1167a
l repres,7ba58e474d1adcaa
entation,ae73ba5592e24559
s x1  x ,c12ad9a9289f2475
nto anot,9f01d1c8a81dced9
her sequ,7b44b3f14dd9b973
ence of ,3f53000fdac8cdd7
equal le,fa74f34c2dd39f29
ngth z1 ,9f052010815f1329
 z n wit,06db964c6ff5f975
h xi ziR,d341cfd96455c791
d such a,7be56b85fc4da58e
s a hidd,d2c6c19c476395ac
en layer,6b226a15581a2435
 in a ty,3f436ec985176f8d
pical se,9bbdfd2323dda710
quence t,dcafbb36c2aca827
ransduct,998c3193d152e6bc
ion enco,46137800aa65b788
der or d,a905ea672dcdd442
ecoder M,aa7601b52320aeae
otivatin,46b4d8c37edf115c
g our us,afd3020f910bcaf0
e of sel,8739d531019b72d6
fattenti,ee2417ec9853a074
on we co,cfbe6c9e1e86aeec
nsider t,a7b5f726a5745f7f
hree des,af23e712f52c9c50
iderata ,d2a6439bd0044cf4
One is t,89020e0fdc23d4b8
he total,ecb9612eae330818
 computa,fc4a10741784216b
tional c,4d9c2aef23b51765
omplexit,9d1ad9b18713d00b
y per la,b5300805d53795ef
yer Anot,c3ac9d058a0c0879
her is t,3e08459a2edc02b7
he amoun,61da8ede71ead484
t of com,40132567bf3a3064
putation,54b99937a0ac0e2b
 that ca,3dacfc5df292f5d4
n be par,8272cfe682a56a78
allelize,7be7e2591ecb96d1
d as mea,21bf28001e995a20
sured by,3a0f8e6beaff9455
 the min,eaacda9ec8a57207
imum num,b3d576d9af5e7b02
ber of s,4cc3851095392be8
equentia,ff84a0e26c98a9d3
l operat,414b431928a5dd14
ions req,bce74ec5918f963b
uired Th,5f0cd56c4b59e5d6
e third ,3036db84bb569f00
is the p,ee892afe26d8032f
ath leng,cc30f41fc711b7cd
th betwe,da29ea383a6fe9b9
en longr,633de2aec8dd1648
ange dep,085edbee495f056e
endencie,b5ea953bd40f70b6
s in the,f230c9906d41ff0b
 network,45a315ecb660b36b
 Learnin,438aa4673d66c2e7
g longra,008f9badf482216e
nge depe,c52fadcce3e13a48
ndencies,4e5035cd3ba46092
 is a ke,0188d7f86862bc5d
y challe,1b9fa1ecef244096
nge in m,f820df4486b3dd0a
any sequ,c41f34e9ce2e74cb
ence tra,dd1339c6fcd3ed50
nsductio,f7243b9b1b76c393
n tasks ,e077f7b73e477646
One key ,dc8dd41e37875cde
factor a,90e8856b1bfe0cbc
ffecting,5d74d31d7161155c
 the abi,3b5aa0c40d99a4b1
lity to ,728c4ed9fddc4bcc
learn su,2f49607338352264
ch depen,1caaca48d4834933
dencies ,689b2fc8cc1cecaa
is the l,d382b82220bee5ed
ength of,c70084b3d83b2ba1
 the pat,9e525315e3b390cb
hs forwa,58166061d3729a2f
rd and b,91b6a76e152da37e
ackward ,74a168bc64d4ef7e
signals ,7209e3e63926823d
have to ,05214fc033f34bc2
traverse,e645adb45ed76f05
 in the ,dd8b76a94a7874e7
network ,fc46c2826a0cff71
The shor,d733e01794be7e19
ter thes,a9819e85d37d08c0
e paths ,2791f4c21ce6565a
between ,cccbb8f24e468dfd
any comb,9c95d298b328f305
ination ,e2d117c62fe4bb7c
of posit,6fa0b5304ab105e4
ions in ,361176cb8e520f45
the inpu,f64a1b916a9577dd
t and ou,2e603fac832b9254
tput seq,31208addc7e8b8f9
uences t,e15ca1685bdc83d2
he easie,83fc2b2f29f1cfb1
r it is ,63cf7372fdefb61a
to learn,58b6bf4a56df58de
 longran,58888b00af178f10
ge depen,9820c06efe0f8434
dencies ,689b2fc8cc1cecaa
 12 Henc,7cff4fe9674baef1
e we als,909b49d495947d61
o compar,6ea8b7c09aa8d6e4
e the ma,f591cb71e97b9306
ximum pa,b627747d46d34da1
th lengt,577dcb9cfb6130f9
h betwee,6f9c0ea02fb9c48c
n any tw,ba04f36cd380aad8
o input ,b0828f1bd876d886
and outp,3d5f0fcebff8206c
ut posit,f5386568955f7ce7
ions in ,361176cb8e520f45
networks,83fbe20c6e733e9e
 compose,1fd78757a17d4977
d of the,804291cf1205f255
 differe,f50aa989b705e7a4
nt layer,55bae454ce7ffed6
 types A,01e5328e18ee43e6
s noted ,7328ec9609d50ad8
in Table,1e6c5203a4e2512e
 1 a sel,bd54ccc80c171f87
fattenti,ee2417ec9853a074
on layer,3ce7c3aba64bd105
 connect,07262f7d449ebbda
s all po,391bd9358b55808b
sitions ,aab17109ba83d359
with a c,640c4335473e03ef
onstant ,b63e3f4f64534c25
number o,2cbdc05e755085e1
f sequen,b453041b0e282c24
tially e,807f035cdec251a5
xecuted ,d9c79a3240f048c1
operatio,51b81623f0e033b0
ns where,3ab6c2027a3cf215
as a rec,f94bbe1f5faecab3
urrent l,45e713af8b47a68e
ayer req,b0bc80e4083327ea
uires On,5d8d0e635e25bcbc
sequenti,82d9a356db681eed
al opera,09f445e3d482e4b4
tions In,6eeec8dc0005f8f7
 terms o,1b295a3423ab1bb8
f comput,0533d9686ecc7854
ational ,39022ab2737532b0
complexi,0e48be0089c5a829
ty selfa,67e007427c778f58
ttention,1256dfa50ed0448a
 layers ,5500754dd39ca776
are fast,ca4515db76e59345
er than ,3d8819cadfc23e55
recurren,a207ea9514b09039
t layers,1f1cd5775f148f4b
 when th,3b4eaa0f59645983
e sequen,142892e6bd4c03f1
ce 6leng,170e14ea49cf602e
th nis s,2ae341b9a27710c2
maller t,1be08c691cfafd3d
han the ,71e5deed6cd289eb
represen,feb6b85b020990c8
tation d,d77221d0883dcf4f
imension,3d34f80a1cdb6892
ality d ,bf74a1627961a54d
which is,e27fcd8be53025f2
 most of,1cc2fc2a9f9a5ac8
ten the ,139f3cf15618b068
case wit,4a17d4b15c225d4e
h senten,fe211eb59cec4bb7
ce repre,d2b09f6fcd4d4d75
sentatio,1a4296c8d9b6d612
ns used ,efb6c3b0fe4dc126
by state,1bb18c8f9bbf0347
oftheart,18990514e765ead5
 models ,d9f0c2d2f2e3d2ae
in machi,868031c90cdd7305
ne trans,bf7fa5ee9d6c0369
lations ,3b8838eb9adf3a6f
such as ,68834b61f954523b
wordpiec,77796cdd905059e6
e 38 and,cb27fb0006a0d173
 bytepai,45b77db6f1a6dff9
r  31 re,ac8755d448b409d5
presenta,83a2777cf81f0650
tions To,23c1543b927ffa76
 improve,15931b7ded28029b
 computa,fc4a10741784216b
tional p,4412473c7849e072
erforman,48c07a8921edd4e0
ce for t,f8cf33d900297445
asks inv,da6d08a307b26cfd
olving v,a39728f74a237f18
ery long,e2ac4eea18d00066
 sequenc,a95b63d282ddbb7f
es selfa,a6d7a99c95b9cc02
ttention,1256dfa50ed0448a
 could b,57403fa14fe59bcb
e restri,c323ab7500e6e239
cted to ,abbceed45601f096
consider,485b31baefac602f
ing only,7862f3be75094822
 a neigh,d0496fc7921a599b
borhood ,28b817900d1384b8
of size ,6ba3667830c813d8
rin the ,6e2a2d54a4b6360c
input se,54d25e9dc96515a2
quence c,345a02a4288bcf3d
entered ,8fc0879211165a86
around t,67dc1047b7ef919e
he respe,e5ebf2ecf0664685
ctive ou,0099d5c30cc0168a
tput pos,d32fb87b84ab55f5
ition Th,b3123a0b9a344415
is would,8b52ec3ac73d84d1
 increas,7df5ad6867b3bace
e the ma,f591cb71e97b9306
ximum pa,b627747d46d34da1
th lengt,577dcb9cfb6130f9
h to Onr,3b9388adef128d8f
 We plan,35292b6700f23eac
 to inve,317dd349759f4217
stigate ,778d41533a8f6bf6
this app,b625eaeda8a93f54
roach fu,d1414c3c98166eb8
rther in,183e240df5a4dcab
 future ,f9ebf28f4dbd7c3c
work A s,dd5cf9bc2d353469
ingle co,b1c7f1d86084e07c
nvolutio,0ce8fb2eb1f83e4c
nal laye,1c05096e677d698e
r with k,c2fb9d2b570ed1a9
ernel wi,812f8a88a488d901
dth k  n,71be1219eb134d26
 does no,9ca47a621d9e094c
t connec,55f81c615df7d9d5
t all pa,792e9311d111052a
irs of i,e2bfdcf62793e75f
nput and,bcbb9a327250113e
 output ,1cc779dca32ce7a2
position,2414468800e43760
s Doing ,509d0c61bf2b3a6b
so requi,5ec86983215636f3
res a st,3f474673613745f4
ack of O,2f07b8cc398da8e7
nkconvol,9914b2a63df79f01
utional ,1a874c9b7766dd20
layers i,35f3a09152a43557
n the ca,a2609cf113293c80
se of co,ac518468c6fd8bf3
ntiguous,de09085efc58dc2a
 kernels,8c7fb19eb84e7e36
 orOlogk,68e80bdf404953b6
nin the ,3391696c1475f0c4
case of ,ce1b2216e8954273
dilated ,b6acc74e851e7644
convolut,ee2785c98dd6934c
ions  18,a08c1c24ae483b36
 increas,7df5ad6867b3bace
ing the ,cadec4802733589d
length o,1437f50fe3831112
f the lo,3c89e06b55ed0f33
ngest pa,bfc88a919873dde1
ths betw,6939f335f86aae0b
een any ,0b73d3512139126a
two posi,123a3f1e5219c894
tions in,f28c7dc1364d6260
 the net,15c273aa19e5921c
work Con,1e45c8e81ac90d83
volution,e9418691da567c4d
al layer,c329602c16a42dfe
s are ge,09864784cf09c4f5
nerally ,70b859c717b1fb3b
more exp,40cfe736c88b37f6
ensive t,1ebd8fd2a1d652b4
han recu,b68d8c38702642ca
rrent la,833aeef7793e6ea4
yers by ,ad91da1e515a33f4
a factor,8776a1ea4bb60f2a
 of k Se,2ddbd7f0f09a643b
parable ,b6e637c5d3e0c359
convolut,ee2785c98dd6934c
ions  6 ,27edf5efab63bd63
however ,9a65a784111615ea
decrease,c65443118421878b
 the com,792ca797b826ee6e
plexity ,47d4ad57ccdf4b29
consider,485b31baefac602f
ably to ,ab379ff7a64db6e0
Okndnd2 ,6cd86ca841ceb5f9
Even wit,230a2d4159f35e7d
h kn how,5e4c43dcbf321ffc
ever the,4be055ecae6e6fa4
 complex,e387d51777cb261f
ity of a,1af35db3118baac5
 separab,1dbafa6b1a8d8114
le convo,a1ffaa7f7f22db00
lution i,25fd21a4d62e337c
s equal ,e4443d2ed53bb25d
to the c,4e789a97f78566ad
ombinati,bc70873474ea17a1
on of a ,e2e64f5cda54e7b5
selfatte,9ecc7b7515a56215
ntion la,37445ad45dbae0a8
yer and ,61b0df630d32ec87
a pointw,0e6e0f20c8e826a3
ise feed,801a1fb7f29035c3
forward ,e92737f73bd28fe8
layer th,84acb5ef783d8aec
e approa,33f7653797e8eb73
ch we ta,c7c01a689a141798
ke in ou,43f85ef1ec470dee
r model ,c1c3b7e795df2a26
As side ,13ea3b35097f2cbe
benefit ,409bd2fcf20ae135
selfatte,9ecc7b7515a56215
ntion co,d864b472d04f5500
uld yiel,3fc6e9994b9328ff
d more i,b3f47da2df0c63b2
nterpret,7cdd5fce4c5ab3a4
able mod,6a90e8e6e1bb0a8e
els We i,d8e25c12b79d39c6
nspect a,0bd2690fb3829e09
ttention,1256dfa50ed0448a
 distrib,b3955c8c194e2c9f
utions f,7b4ab456b44802c3
rom our ,8f0004094f978613
models a,e910b04f7d9e9254
nd prese,50bc1bb7ffc7cea1
nt and d,6373113edd09e936
iscuss e,4049f5b3a9a2c0b4
xamples ,0a5e94e57c7de864
in the a,f4badc9cd2189d91
ppendix ,f27c2dadcb6f304f
Not only,a697ae691680de91
 do indi,6e324c1d717d9004
vidual a,7a398f25ca4a6896
ttention,1256dfa50ed0448a
 heads c,832208f0b7b25b5c
learly l,c21cf40d5ddd2225
earn to ,253c57ff50d6a1de
perform ,5258dbc34a677551
differen,e2c9aaccf59f03a8
t tasks ,3b62292dc4a7a106
many app,305e2d2e7e9d2f90
ear to e,5ae83f2fb33e9617
xhibit b,21e9b6859b99612f
ehavior ,94d2ce5e187aed92
related ,e79f12414a7a685b
to the s,10305e494e1bcb27
yntactic,6e066cd33f88fed1
 and sem,f9f8aa11aff03cf1
antic st,9fe171b1ce58aea3
ructure ,7575846a907073c0
of the s,b293d517623e5cf1
entences,1d0d3ecee3f30648
 5 Train,e11d638e0d1cf452
ing This,c096fb9d57207e16
 section,f47e349dc5251d20
 describ,77b3241aae0dd2aa
es the t,fe65ec2d3eb4872c
raining ,79a3b92282fdd719
regime f,a17b9df0fa671fe2
or our m,7bf81fdd31eb51d9
odels 51,40708a0e39f9d907
 Trainin,e12f7e8f6cc9a95c
g Data a,470dea69698237c8
nd Batch,9fc316089b40306b
ing We t,1855f943456a9207
rained o,7362519aa7399d77
n the st,1c6dcf9bf9935575
andard W,3120d1fc997120ae
MT 2014 ,c4eb29bd996e5ab9
EnglishG,5a47c107d6e17ee4
erman da,acb4ca79967f8ade
taset co,60356d0742d5efd4
nsisting,2ed084daf5dae435
 of abou,f0eeb7d326fb94e2
t 45 mil,c400d778315df344
lion sen,33d698533d32e7bd
tence pa,539f6ebff527ce43
irs Sent,7ed7edf56fa54c7c
ences we,8f849b440c8bab70
re encod,608ada4a727aee68
ed using,16b08d95f8478004
 bytepai,45b77db6f1a6dff9
r encodi,b5ec5c2a13d55da3
ng  3 wh,1b214c52cee53ea3
ich has ,2d00358b2ed5f1f6
a shared,aa3ce186f78c253f
 source ,774ae435f1c057b9
target v,bba33d49dad17d1a
ocabular,8db988912290531a
y of abo,fe6cf5e83ba248fc
ut 37000,b6a3400a3e4a5dff
 tokens ,73a4f4e5e9612191
For Engl,77c4aa68731d1003
ishFrenc,309ef2f5f00916b7
h we use,9e12e99b65bd814f
d the si,4bf3f1b25777c3da
gnifican,f2ecc7ff9a0d2365
tly larg,5730f70569d62ea6
er WMT 2,5e54874f09c88373
014 Engl,5469298f6b5a8d20
ishFrenc,309ef2f5f00916b7
h datase,2e2f5fa28ebf3653
t consis,98963faee6a57853
ting of ,8632333b866826c4
36M sent,33a8294f77147699
ences an,9611ec4b69351416
d split ,f9f7d400bcb64e1d
tokens i,0081c666f3ef8a5f
nto a 32,37a4de79805692e2
000 word,27cfcacac58ee04e
piece vo,e684ffa65811085c
cabulary,11e96f1516d7d4ab
  38 Sen,69764ef58523b1a7
tence pa,539f6ebff527ce43
irs were,40c19db1b722ca23
 batched,8b61fb8ebfa33b2c
 togethe,7d923bcb71eb7801
r by app,8bb976a0e0414c02
roximate,dc2095b9abe7d56a
 sequenc,a95b63d282ddbb7f
e length,a70dfbbd0c3f3574
 Each tr,af45d9f1eaa56496
aining b,bf074c1b53b38922
atch con,227a27c4853374a3
tained a,b4d72cf7173ebf99
 set of ,ee8c2449750accb6
sentence,8576ea6c43ab41f0
 pairs c,810ab0c4ec830daf
ontainin,b48a5ffecd940fc3
g approx,68c9015a604754a5
imately ,bcd70286cd33b24e
25000 so,c3db31b595a1ea7a
urce tok,d6e61c162c600657
ens and ,d066fa2c4aae5ccc
25000 ta,486310a2d1cc47a0
rget tok,c1abc54adab77e78
ens 52 H,054fc7ac7a79265f
ardware ,79ed39ad732d0cd3
and Sche,824919384bfa39db
dule We ,c3e709af6765ca60
trained ,e794479d35ed7998
our mode,856ab70a631077b9
ls on on,766e0ca14d881fb9
e machin,fb0da3b2b0db58cd
e with 8,630edec8c36384af
 NVIDIA ,af8a50debd6efa0e
P100 GPU,2d2e5e2af42537be
s For ou,4bc5af3a50c2d719
r base m,8c0e8cdb54693bd8
odels us,532f33a6fe12cb5b
ing the ,cadec4802733589d
hyperpar,c3d59ca30317231b
ameters ,f87868035130c30d
describe,1c4dca31808af4a5
d throug,5afac86e823bb3e4
hout the,f9c162f752b80101
 paper e,15c47f075dd9741c
ach trai,703248bcfe343c46
ning ste,fa81c341eefa4549
p took a,69206fd2d9b29bc6
bout 04 ,83ba907fb61117a1
seconds ,e2fbbe3e20bd1399
We train,d83328ac8aebade7
ed the b,71189e91356398df
ase mode,50dd80b2fd983de1
ls for a,7e8f626cc482406f
 total o,7b457ae2239a0b01
f 100000,4d368ba7088cda8c
 steps o,967935030db09e48
r 12 hou,e68b7d2fd28fd072
rs For o,7aafe96d7f0ff8f5
ur big m,a950859c03c114f4
odelsdes,4b6f890f9cf6a847
cribed o,a94f79b3a7915771
n the bo,b4000e34b7bb10d1
ttom lin,b72e0f9fb00a6bbf
e of tab,edcd5638cbfe4b9f
le 3 ste,d014fdc3bf288a16
p time w,17c592875573225d
as 10 se,c301229ca303fa0e
conds Th,995409aeb677622f
e big mo,f4acf645f819815d
dels wer,0baa6810557d6212
e traine,b95d1855cbd37ccf
d for 30,a32e94fbf4008938
0000 ste,11951eabf0ed2cd0
ps 35 da,134e3dde70b9c48f
ys 53 Op,78dfb900e8a25e98
timizer ,8113c5912bf6a67c
We used ,afd0f4aa55fdba5e
the Adam,9376b06ee8f267bd
 optimiz,4d72684a0de984d9
er  20 w,9e2ba4e1e096368d
ith 1 09,01d99ba4b056f2fc
